Block_Group,Population
320030053364,1256
320030053371,1238
320030053372,1737
320030053381,584
320030053382,713
320030053383,674
320030053411,1160
320030053412,1197
320030053421,1211
320030053422,1027
320030053423,914
320030053431,3085
320030053432,1085
320030053461,2177
320030053462,2009
320030053471,1863
320030053472,3146
320030053481,1985
320030053482,2622
320030053491,1602
320030053492,2528
320030053501,2209
320030053502,1088
320030053511,2077
320030053512,2323
320030053521,1991
320030053522,1154
320030053531,1900
320030053532,1915
320030053541,1959
320030053542,3103
320030053551,1926
320030053552,1867
320030053553,1126
320030053561,903
320030053562,1439
320030053571,3816
320030053572,2395
320030053581,1031
320030053582,1990
320030053591,1730
320030053592,2525
320030053593,2722
320030053601,3308
320030053602,803
320030054211,769
320030054212,730
320030054213,1871
320030054221,991
320030054222,1643
320030054223,1510
320030054231,1633
320030054232,1507
320030054233,1214
320030054321,1786
320030054322,1893
320030054323,1907
320030054331,1329
320030054332,753
320030054333,1069
320030054334,796
320030054335,750
320030054341,2080
320030054342,2729
320030054351,1427
320030054352,1988
320030054361,2427
320030054362,2436
320030054363,1208
320030054364,1195
320030054371,2981
320030054381,1557
320030054382,1042
320030054391,1104
320030054392,1677
320030054393,1083
320030057111,2578
320030057112,1770
320030057121,6252
320030057122,1449
320030057131,3968
320030057132,912
320030057141,842
320030057142,1135
320030057143,971
320030057144,1329
320030057145,1669
320030057151,789
320030057152,1146
320030057153,1302
320030057154,1054
320030057161,717
320030057162,1262
320030057163,1606
320030058031,1646
320030058032,1354
320030058033,776
320030058034,861
320030058041,1701
320030058042,549
320030058043,748
320030058044,1744
320030058051,915
320030058052,601
320030058053,1445
320030058061,773
320030058062,862
320030058063,990
320030058064,1414
320030058071,1670
320030058072,663
320030058073,986
320030058074,956
320030058081,936
320030058082,1047
320030058083,1402
320030058091,1611
320030058092,1510
320030058093,784
320030058111,1162
320030058112,2182
320030058113,911
320030058114,2130
320030058115,1661
320030058131,1910
320030058132,2109
320030058221,2005
320030058222,1873
320030058223,1313
320030058231,3475
320030058241,962
320030058242,1332
320030058243,1379
320030058251,1716
320030058252,2872
320030058253,1018
320030058261,1281
320030058262,1166
320030058263,1398
320030058271,4679
320030058281,6704
320030058291,6350
320030058301,3206
320030058311,3259
320030058321,2916
320030058331,5171
320030058341,3113
320030058351,2081
320030058352,1688
320030058361,1958
320030058362,1734
320030058371,2391
320030058372,1613
320030058381,1560
320030058382,2466
320030058383,1555
320030058391,1740
320030058392,1983
320030058401,8528
320030058411,2072
320030058412,2081
320030058421,698
320030058422,1094
320030058431,965
320030058432,1767
320030058441,1816
320030058442,2422
320030058443,2224
320030058451,1111
320030058452,1455
320030058453,1626
320030058461,1614
320030058462,843
320030058463,2115
320030058471,1675
320030058481,2392
320030058482,1799
320030058491,2024
320030058492,1393
320030058501,1650
320030058502,2400
320030058511,2724
320030058512,2720
320030058521,1286
320030058522,3183
320030058531,2604
320030058532,2959
320030058533,2194
320030058541,1658
320030058542,3681
320030058543,2649
320030058551,1318
320030058552,4162
320030058561,3264
320030060011,800
320030060012,1626
320030060013,248
320030060014,1560
320030060015,55
320030061031,1329
320030061032,1584
320030061041,2213
320030061042,1186
320030062011,2633
320030062012,1441
320030062021,1570
320030062022,2201
320030062031,1857
320030062032,883
320030062041,3272
320030062042,1418
320030067001,170
320030067002,0
320030067003,529
320030067004,20
320030068001,1015
320030068002,1101
320030068003,1343
320030068004,1084
320030069001,589
320030069002,1056
320030071001,852
320030071002,1370
320030071003,908
320030072001,1071
320030072002,570
320030072003,1186
320030072004,1521
320030078002,847
320030078003,1782
550250001001,1135
550250001002,1469
550250002011,1240
550250002012,909
550250002021,1185
550250002022,1831
550250002041,1525
550250002042,1470
550250002043,2017
550250002051,2414
550250002052,1570
550250002053,1147
550250003001,2233
550250003002,1050
550250003003,1002
550250003004,1095
550250004011,2119
550250004012,1029
550250004021,1238
550250004022,1213
550250004051,717
550250004052,934
550250004053,1919
550250004054,2191
550250004061,2968
550250004071,1546
550250004072,1938
550250004073,1373
550250004074,804
550250004081,1229
550250004082,456
550250005011,1712
550250005012,822
550250005013,974
550250005014,1162
550250005031,586
550250005032,1610
550250005033,2159
550250005034,883
550250005035,1795
550250005041,1400
550250005042,1471
550250005043,2842
550250005044,1025
550250006001,1557
550250006002,2578
550250006003,1512
550250007001,778
550250007002,1158
550250007003,1275
550250008001,1192
550250008002,1353
550250008003,1012
550250009011,1122
550250009012,1020
550250009021,1247
550250009022,990
550250009023,1818
550250009024,1255
550250010001,1325
550250010002,976
550250011011,2342
550250011012,1855
550250011021,784
550250011022,2366
550250012001,1137
550250012002,996
550250012003,1817
550250012004,1940
550250013001,1709
550250013002,692
550250014011,2147
550250014012,1131
550250014013,1648
550250014014,1015
550250014021,1394
550250014022,1010
550250014023,2175
550250014024,794
550250014031,2771
550250014032,2569
550250014033,2332
550250015011,1298
550250015012,701
550250015021,1406
550250015022,1153
550250015023,2840
550250016031,1749
550250016032,1665
550250016041,842
550250016042,1286
550250016043,1460
550250016044,1465
550250016051,1277
550250016052,1112
550250016061,1102
550250016062,1451
550250016063,935
550250016064,1975
550250017041,1257
550250017042,2177
550250017051,821
550250017052,1641
550250017053,1611
550250018021,1463
550250018022,1321
550250018041,1373
550250018042,1953
550250019001,1120
550250019002,1180
550250019003,1391
550250019004,1234
550250019005,1189
550250020001,1301
550250020002,1207
550250020003,1577
550250020004,1790
550250021001,1465
550250021002,1135
550250021003,1208
550250021004,1042
550250022001,1134
550250022002,1417
550250022003,1703
550250023011,1959
550250023012,1035
550250023021,1810
550250024011,1226
550250024012,1180
550250024013,1011
550250024021,1957
550250024022,1450
550250025001,1009
550250025002,726
550250026011,1035
550250026012,774
550250026021,1988
550250026022,1640
550250026023,1948
550250026031,2828
550250026032,2421
550250027001,941
550250027002,1148
550250027003,1077
550250028001,1505
550250028002,728
550250029001,922
550250029002,1098
550250029003,1155
550250030011,1130
550250030012,1040
550250030013,1087
550250030014,977
550250030015,900
550250030021,1964
550250030022,1768
550250031001,1352
550250031002,1418
550250031003,2259
550250031004,1393
550250032001,2778
550250101001,737
550250101002,801
550250102001,1268
550250103001,1768
550250103002,1636
550250104001,1232
550250104002,1183
550250104003,884
550250105011,1180
550250105012,1637
550250105021,1442
550250105022,2317
550250105023,1183
550250105024,2824
550250106002,1084
550250106003,645
550250106004,1090
550250106005,1135
550250107011,2508
550250107012,1645
550250107013,1799
550250107021,2936
550250107022,830
550250107023,1544
550250107024,980
550250108001,2601
550250108002,1405
550250108003,1097
550250108004,1454
550250108005,4068
550250109011,5652
550250109031,2541
550250109041,1894
550250109042,2783
550250109043,1266
550250109044,2132
550250110001,2019
550250110002,2153
550250111011,1236
550250111012,2013
550250111013,1324
550250111021,1029
550250111022,1602
550250111023,1024
550250111024,1823
550250111025,751
550250111026,1100
550250111027,702
550250112002,3610
550250112003,2129
550250112004,1710
550250113011,3674
550250113012,2643
550250113021,1304
550250113022,940
550250113023,771
550250114011,2246
550250114012,2429
550250114013,1972
550250114021,1967
550250114022,1112
550250114023,5969
550250115031,3711
550250115032,4816
550250115041,2058
550250115042,1712
550250115051,1260
550250115052,1863
550250115053,1141
550250115061,1945
550250115062,2014
550250115063,826
550250116001,970
550250116002,3160
550250116003,2127
550250117001,1767
550250117002,2133
550250120011,2312
550250120012,1775
550250120013,4234
550250120021,627
550250120024,1026
550250120025,1546
550250122011,700
550250122012,1301
550250122021,2065
550250122022,1005
550250122023,969
550250122024,2735
550250123001,1700
550250123002,1397
550250123003,686
550250123004,1521
550250124002,2145
550250130001,2589
550250130002,1631
550250132003,1454
550250132004,1493
550250132005,2280
550250133011,1529
550250133012,2903
550250133021,538
550250133022,2931
550250133023,2151
550250137001,3854
550250137002,790
550259917020,0
550259917030,0
