FIPS,land_area
40134207061,607133
40134207062,1287018
40134207063,676396
40134207071,726303
40134207072,570514
40134207081,614159
40134207082,682253
40134207091,646851
40134207092,303782
40134207093,352393
40134207101,353220
40134207102,576211
40134207103,361033
40134208001,488639
40134208002,656159
40134208003,327750
40134208004,1119683
40134209011,597603
40134209012,613287
40134209021,651883
40134209022,687780
40134210011,639616
40134210012,637865
40134210021,641964
40134210022,631758
40134211011,587889
40134211012,1039167
40134211013,874900
40134211021,700788
40134211022,539550
40134211023,685613
40134211024,266467
40134211025,435342
40134212011,3844397
40134212012,524132
40134212013,197951
40134212021,665787
40134212022,501299
40134212023,330090
40134213021,623197
40134213022,616540
40134213023,624434
40134213024,633339
40134213031,808994
40134213032,632329
40134213033,372218
40134213041,130032
40134213042,2195537
40134214001,638528
40134214002,639314
40134214003,629302
40134214004,634782
40134215011,334528
40134215012,494109
40134215013,495690
40134215021,657285
40134215022,663826
40134216011,656321
40134216012,622086
40134216021,539393
40134216022,475752
40134216023,262367
40134217011,407471
40134217012,527183
40134217013,347223
40134217021,399949
40134217022,580404
40134217023,310375
40134218011,642172
40134218012,639729
40134218021,245312
40134218022,634126
40134218023,399336
40134219011,652564
40134219012,656760
40134219021,331301
40134219022,389114
40134219023,329442
40134219024,264369
40134220011,625971
40134220012,642817
40134220021,412953
40134220022,660642
40134220023,218950
40134221021,375345
40134221022,522815
40134221023,375490
40134221031,278233
40134221032,203613
40134221033,244555
40134221041,114069
40134221042,229780
40134221043,372022
40134221044,449149
40134221045,358017
40134221051,637618
40134221052,639102
40134221061,630729
40134221062,317857
40134221063,310474
40134221071,358616
40134221072,276595
40134222031,1279845
40134222032,872641
40134222033,487898
40134222041,1125773
40134222042,1434410
40134222051,1306543
40134222091,600786
40134222092,676984
40134222093,475212
40134222094,424171
40134222095,435876
40134222101,1082944
40134222102,969520
40134222103,558569
40134222111,1274598
40134222112,1270334
40134222121,586425
40134222122,978637
40134222123,509374
40134222131,548583
40134222132,733971
40134222151,1296521
40134222161,438861
40134222162,584987
40134222163,690430
40134222164,890376
40134222171,725982
40134222172,563835
40134222181,549441
40134222182,805490
40134222191,427046
40134222192,887608
40134222201,785804
40134222202,512101
40134222211,1002099
40134222212,417186
40134222213,445414
40134222221,436542
40134222222,541617
40134223011,1243151
40134223012,1297511
40134223013,2570191
40134223021,1330661
40134223022,651267
40134223023,344717
40134223024,294195
40134223041,336689
40134223042,2276121
40134223051,377149
40134223052,672899
40134223053,829788
40134223054,468767
40134223071,2632791
40134223072,2646613
40134223073,1155539
40134223074,1428300
40134223081,642530
40134223082,649089
40134223083,1349683
40134223091,479093
40134223092,1310895
40134223093,802313
40134224011,1257894
40134224012,649646
40134224013,650121
40134224021,1239094
40134224022,647693
40134224023,588493
40134224031,1000867
40134224032,823474
40134224033,760285
40134224041,1090175
40134224042,1424902
40134225011,652794
40134225012,620287
40134225013,668184
40134225014,664198
40134225021,651895
40134225022,646391
40134225023,450712
40134225024,821734
40134225031,651456
40134225032,646270
40134225033,735272
40134225034,536003
40134225041,1285082
40134225042,707701
40134225043,611589
40134225061,773384
40134225062,325479
40134225063,689595
40134225064,250089
40134225065,500178
40134225071,1112502
40134225072,816150
40134225073,453923
40134225081,1301637
40134225082,1223416
40134225091,880970
40134225092,720115
40134225093,984568
40134225101,842546
40134225102,1309816
40134225103,433048
40134225111,1290636
40134225112,1297471
40134225121,833282
40134225122,1751236
40134225131,894540
40134225132,714384
40134225133,973060
40134225141,1514739
40134225142,949999
40134226061,5099546
40134226062,1684748
40134226063,3404062
40134226071,1116643
40134226072,751226
40134226073,717976
40134226091,1304729
40134226092,1260791
40134226101,1164075
40134226102,1430329
40134226151,2571497
40134226152,1364295
40134226153,1205552
40134226161,3972178
40134226162,1286499
40134226171,705795
40134226172,926955
40134226173,518471
40134226174,485140
40134226181,1111447
40134226182,1341468
40134226201,1456702
40134226202,1100141
40134226211,1096371
40134226212,826793
40134226213,627218
40134226221,620398
40134226222,1233367
40134226223,687634
40134226231,3846099
40134226232,1247722
40134226241,821851
40134226242,644849
40134226251,822637
40134226252,792766
40134226253,760048
40134226261,1303118
40134226262,530699
40134226271,772726
40134226272,1313102
40134226281,618372
40134226282,1301658
40134226291,1301649
40134226292,646860
40134226301,1392464
40134226302,651225
40134226311,1770877
40134226312,1348827
40134226321,1277078
40134226322,1312006
40134226331,2610115
40134226341,1212629
40134226342,1335184
40134226351,2400035
40134226361,1306578
40134226362,1407594
40134226371,633717
40134226372,774653
40134226381,1194255
40134226382,1490687
40134226391,1359087
40134226392,2364577
40134226393,2418117
40134226401,432947
40134226402,875950
40134226403,625627
40134226404,672841
40134226411,3890448
40134226412,1222810
40134226413,2601865
40134226421,1261100
40134226422,549526
40134226423,763977
40134226431,2572544
40134226432,2580734
40134226441,2610723
40134226442,2929248
40134226443,2244205
40134226461,3068290
40134226462,635377
40134226463,633040
40134226464,1272977
40135228001,15603102
40135229011,1308923
40135229012,1301559
40135229031,664163
40135229032,318213
40135229033,317739
40135229041,327606
40135229042,653257
40135229043,326398
40135230021,658184
40135230022,659328
40135230023,666350
40135230024,662236
40135230031,767852
40135230032,652637
40135230033,652176
40135230034,533466
40135230051,1570709
40135230052,484705
40135230053,537899
40135230061,649275
40135230062,644714
40135230063,530215
40135230064,774324
40135231021,684513
40135231022,961765
40135231023,953890
40135231031,623282
40135231032,329810
40135231033,681931
40135231034,981270
40135231041,1036420
40135231042,607451
40135231043,101461
40135231044,865097
40136100001,251992064
40136100002,62503741
40136100003,3097825
40136100004,3507061
40136101001,21772813
40136102001,1932561
40136102002,3408934
40136102003,1154673
40136102004,3591452
40136103001,3648385
40136103002,3371905
40136104001,1199591
40136104002,264151
40136104003,643062
40136104004,1272402
40136105001,6155282
40136105002,9097569
40136105003,7759777
40136105004,9084593
40136106001,5784501
40136106002,1231793
40136106003,1685544
40136106004,537499
40136107001,12621981
40136107002,41625504
40136107003,18876512
40136107004,33211790
40136108001,52148007
40136109001,3947885
40136109002,16570092
40136109003,4958619
40136110001,5609056
40136111001,1433562
40136111002,4247990
40136112001,1172163
40136112002,1270862
40136112003,2460401
40136113001,53659835
40136113002,2485694
40136114001,3263174
40136114002,705484
40136114003,1391918
40136115001,2055514
40136115002,1311374
40136115003,2241958
40136116001,2821018
40136116002,1655750
40136117001,2186882
40136117002,2613243
40136117003,1454699
40136117004,1304093
40136118001,734711
40136118002,641026
40136118003,597735
40136118004,603673
40136119001,8813226
40136119002,1751227
40136120001,14693481
40136122001,22973887
40136123001,19531618
40136123002,990957
40136123003,2174790
40136123004,555386
40136124001,2233435
40136124002,51256389
40136124003,2370272
40136125001,3114888
40136125002,2950347
40136125003,757475
40136126001,666212
40136126002,660967
40136127001,898722
40136127002,1379714
40136128001,2193743
40136129001,1608053
40136129002,867458
40136130001,5430803
40136130002,4839851
40136131001,1551256
40136131002,2208971
40136131003,1840638
40136132001,2922584
40136132002,3570698
40136132003,3891651
40136133001,21697500
40136133002,13006870
40136133003,2088950
40136133004,691690
40136133005,424206
40136134001,3006280
40136134002,905306
40136135001,1863785
40136135002,738528
40136136001,5378496
40136136002,496895
40136136003,495252
40136137001,521648
40136137002,654211
40136137003,1060934
40136138001,2282288
40136138002,1432552
40136139001,2444127
40136139002,942627
40136139003,791062
40136140001,922241
40136140002,869142
40136140003,935700
40136141001,1457286
40136141002,568070
40136141003,435262
40136141004,931382
40136142001,2873734
40136142002,1357955
40136142003,983308
40136143001,11337356
40136143002,956493
40136143003,644516
40136144001,708351
40136144002,762488
40136144003,778924
40136145001,492860
40136145002,701609
40136145003,502845
40136145004,1838635
40136146001,531359
40136146002,610776
40136146003,497940
40136146004,121949
40136146005,1483537
40136146006,136791
40136147001,12924582
40136147002,1652187
40136147003,344042
40136148001,548033
40136148002,721529
40136148003,704335
40136149001,2282343
40136149002,3187764
40136149003,226473
40136150001,6825085
40136150002,4209421
40136150003,4215588
40136151001,811802
40136151002,1442968
40136152001,21404356
40136152002,4741029
40136152003,619590
40136153001,2670598
40136154001,1084744
40136154002,1527267
40136155001,1159359
40136155002,921517
40136155003,532803
40136156001,779334
40136156002,838495
40136156003,1362486
40136157001,1257035
40136157002,707360
40136158001,627951
40136158002,1369691
40136158003,705943
40136159001,1160597
40136159002,628140
40136159003,642882
40136160001,1445687
40136160002,1065500
40136161001,425545
40136161002,606981
40136161003,355323
40136162001,586388
40136162002,641529
40136163001,2683263
40136164001,594115
40136164002,340916
40136164003,928127
40136164004,970755
40136164005,205257
40136165001,615397
40136165002,748846
40136165003,648120
40136166001,641006
40136166002,618883
40136166003,624482
40136166004,653267
40136167001,1053984
40136167002,859956
40136167003,561542
40136168001,633288
40136168002,591657
40136168003,649732
40136168004,594724
40136169001,1626667
40136169002,601620
40136169003,525395
40136170001,642719
40136170002,575160
40136170003,1461680
40136170004,674254
40136170005,644506
40136171001,654306
40136171002,323107
40136172001,415035
40136172002,552334
40136173001,383503
40136173002,312745
40136173003,461614
40136174001,1455596
40136174002,2211354
40136174003,1122650
40136174004,1163821
40136174005,826116
40136175001,447246
40136175002,1414535
40136175003,677096
40136175004,701079
40136176001,598658
40136176002,632495
40136176003,624798
40136176004,714072
40136177001,1056430
40136177002,715202
40136177003,751482
40136178001,543799
40136178002,2293651
40136179001,1256720
40136179002,1126154
40136180001,1387596
40136180002,658297
40136180003,735351
40136181001,1411174
40136181002,625701
40136181003,657276
40136182001,661601
40136182002,643599
40136183001,713640
40136183002,700167
40136184001,649686
40136184002,838359
40136185001,1220960
40136185002,165020
40136185003,121515
40136186001,737350
40136186002,383543
40136186003,1174679
40136187001,644438
40136187002,614426
40136188001,396518
40136188002,220988
40136188003,366577
40136188004,274010
40136189001,643259
40136189002,642239
40136189003,561390
40136189004,570843
40136189005,154060
40136190001,326660
40136190002,640326
40136190003,322401
40136191001,193557
40136191002,132969
40136192001,178119
40136192002,323343
40136192003,467713
40136193001,660634
40136193002,325296
40136193003,324035
40136194001,646304
40136194002,323928
40136194003,325059
40136195001,647663
40136195002,645493
40136195003,1295419
40136196001,2578785
40136197001,648086
40136197002,380592
40136197003,379625
40136198001,503165
40136198002,303563
40136198003,609732
40136199001,648727
40136199002,1021492
40136199003,1078402
40136199004,689138
40137233031,40898476
40137233041,724052248
40137233042,12198003
40137233051,9881975
40137233052,1313139632
40137233061,2316925006
40137233071,19053842
40137233081,12865051
40137233082,3315499
40137233083,19655576
40138100001,2807185
40138101001,1368122
40138101002,822396
40138101003,1604215
40138101004,1340851
40138102001,867895
40138102002,439861
40138103001,933420
40138103002,639825
40138103003,990941
40138104001,708034
40138104002,2004797
40138104003,752297
40138104004,1877408
40138105001,729520
40138105002,1192388
40138105003,977237
40138106001,992340
40138106002,612695
40138106003,1447060
40138106004,536567
40138107001,593867
40138107002,752565
40138107003,817822
40138107004,348562
40138108001,1355423
40138108002,1358055
40138109001,566328
40138109002,927012
40138109003,457835
40138109004,804052
40138110001,2011705
40138110002,463528
40138111001,2537553
40138112001,2710997
40138113001,559666
40138113002,687826
40138114001,652375
40138114002,673351
40138114003,572364
40138114004,673549
40138115001,1270824
40138116001,1358159
40138116002,672691
40138116003,567899
40138117001,1422346
40138117002,540186
40138117003,646287
40138118001,1194884
40138118002,1528160
40138119001,534098
40138119002,771838
40138119003,733562
40138119004,694612
40138120001,1287224
40138120002,1367129
40138121001,1646737
40138121002,1178953
40138121003,1638221
40138122001,895721
40138122002,1549578
40138122003,2249325
40138122004,578140
40138123001,637463
40138123002,1307464
40138123003,623487
40138124001,7136795
40138124002,9232216
40138125001,1208798
40138126001,1603653
40138126002,1189858
40138126003,891311
40138127001,1523814
40138127002,855525
40138127003,490481
40138128001,3796350
40138128002,1293811
40138129001,1908206
40138130001,2568194
40138130002,3303113
40138131001,2598405
40138132001,1293698
40138132002,1291022
40138133001,2558641
40138133002,2549691
40138134001,2580907
40138134002,2619154
40138135001,2542155
40138135002,2637682
40138136001,5109108
40138137001,969273
40138137002,1619650
40138138001,533640
40138138002,1390567
40138138003,656143
40138139001,967773
40138139002,957465
40138139003,646933
40138140001,1077607
40138140002,804102
40138140003,601286
40138141001,1107358
40138141002,835708
40138141003,625118
40138142001,745348
40138142002,537488
40138143001,1540017
40138143002,995087
40138144001,1019335
40138144002,1521052
40138145001,686748
40138145002,386433
40138145003,691075
40138145004,823416
40138146001,2599496
40138146002,2354219
40138146003,357611
40138147001,1266773
40138147002,1275950
40138148001,2545050
40138148002,2553100
40138149001,1297831
40138149002,2524389
40138150001,988849
40138150002,865316
40138150003,607588
40138151001,1539663
40138151002,1019279
40138152001,3392337
40138152002,2008329
40138153001,3586086
40138153002,1255655
40138154001,7979774
40138154002,859593
40138154003,1807189
40138155001,3342513
40138155002,1606997
40138155003,225162
40138156001,3994074
40138156002,1240335
40138157001,982035
40138157002,1134243
40138158001,2276610
40138158002,549450
40138159001,6548823
40138159002,5241272
40138160001,15775216
40138160002,5507215
40138160003,2689470
40138161001,1033291
40138161002,654869
40138161003,1172204
40138162001,503954
40138162002,1311180
40138163001,680753
40138163002,3700415
40138163003,1181647
40138164001,1907682
40138164002,3230771
40138164003,2627365
40138165001,5906840
40138165002,2047224
40138166001,3034948
40138167001,2839832
40138168001,4901145
40138168002,1533364
40138169001,15739348
40138169002,8659419
40138170001,5172588
40138170002,2599713
40138171001,1875653
40138171002,1690245
40138171003,1382690
40138171004,1952816
40138172001,7809902
40138172002,4433219
40138172003,11160667
40138172004,3305731
40138173001,1924074
40138173002,1526453
40138173003,1718645
40138174001,1329212
40138174002,1287059
40138175001,1328582
40138175002,1302399
40138176001,45030861
40139407001,385950184
40139410001,186978561
40139410002,111425890
40139411001,90474494
40139412001,99968323
40139413001,36575966
40139413002,136987289
40139413003,10190146
40139413004,27503192
40139801001,2912583865
40139804001,3915500
40139805001,3485678
40139806001,9912378
40139807001,84897037
40210002011,28009535
40210002012,762111843
40210002041,18783989
40210002042,7746075
40210002051,1329401
40210002052,1000990
40210002053,689926
40210002054,1164292
40210002055,981881
40210002061,23404688
40210002071,274426367
40210002072,1959586
40210002073,2275202
40210002081,60514938
40210002082,3994281
40210002091,5125654
40210002092,2577017
40210002093,1243769
40210002101,1191816
40210002102,5435172
40210002103,4864074
40210002111,4259995
40210002112,647968
40210002113,526225
40210002121,2675680
40210002122,8528590
40210002131,3093714
40210002132,1882859
40210002133,3083265
40210002134,8959941
40210002141,2826871
40210002142,1975666
40210002143,2063446
40210002151,81089771
40210003071,26620319
40210003081,1290653
40210003082,1294906
40210003083,648762
40210003084,650531
40210003091,2580204
40210003092,1298524
40210003101,3286728
40210003102,5254475
40210003111,6245748
40210003112,10338009
40210003121,1293175
40210003122,1222068
40210003131,1303791
40210003132,1284348
40210003141,1284899
40210003142,804471
40210003143,488730
40210003151,1449534
40210003152,1114946
40210003153,2530949
40210003161,20258231
40210003162,2081689
40210003163,6075319
40210003164,3469785
40210003171,2448227
40210003172,2701813
40210003181,1995726
40210003182,1884758
40210003183,1383058
40210003191,95300329
40210004001,1123792
40210004002,90702082
40210004003,1484111
40210004004,743444
40210006031,6889420
40210006032,2301067
40210006041,92005462
40210006042,1772562
40210007001,47834959
40210007002,4632242
40210007003,1204259
40210008011,31312878
40210008012,15001114
40210008013,80543454
40210008014,11401792
40210008021,903613702
40210008022,885630357
40210008023,631137683
40210008031,188437305
40210008032,31275156
40210009011,8368928
40210009012,656097
40210009021,9379425
40210010001,1463015
40210010002,33962555
40210010003,1503270
40210011001,1649168
40210011002,1303864
40210011003,2587145
40210011004,35127051
40210012001,122389670
40210012002,108251658
40210013011,1580555
40210013012,2580863
40210013013,2625073
40210013014,18125409
40210013015,977246
40210013031,19363092
40210013032,24705368
40210013041,6224775
40210013042,13245742
40210013043,9451080
40210013044,5421864
40210013051,5257949
40210013052,2074827
40210013053,581252
40210013054,2715278
40210013061,2650736
40210013062,1092317
40210013063,1538972
40210014031,821375
40210014032,1312514
40210014033,489004
40210014041,1306917
40210014042,1314624
40210014051,1301960
40210014052,1344969
40210014053,2738238
40210014061,1323105
40210014062,3235607
40210014063,13149376
40210014071,1315935
40210014072,17779732
40210014081,1359561
40210014082,19517477
40210015001,28877720
40210015002,576587
40210015003,1474186
40210016001,2561307
40210016002,1621547
40210016003,91215134
40210016004,201975686
40210017011,98076093
40210017021,662463
40210017022,10473958
40210017031,505435
40210017032,1507809
40210017041,2254762
40210017042,1218825
40210017043,1046836
40210017051,1435437
40210017052,1558941
40210017053,989895
40210017061,1160279
40210017062,1274608
40210017071,1084712
40210017072,1513685
40210017081,2603061
40210017082,2688913
40210017091,2550737
40210017092,2613101
40210017101,18889786
40210017102,12854395
40210017111,10267145
40210017112,33679271
40210019001,85046298
40210019002,28035678
40210020011,52003074
40210020012,8651232
40210020021,47227238
40210020022,2575969
40210020031,933181
40210020032,8496675
40210020033,515027
40210021011,2614767
40210021012,2609379
40210021013,1544686
40210021014,3444356
40210021021,20867387
40210021022,152651955
40210021031,2431567
40210021032,452271107
40210021033,379320772
40210022001,669339393
40210022002,631195240
40210022003,153199443
40210022004,29514074
40210023001,969548856
40210023002,5548841
40210023003,1434137
40210024001,4188617
40210024002,1030401
40210024003,1530329519
40219412001,109772664
40219412002,83690757
40219412003,164117700
40219412004,139339486
40219413001,603069409
40219413002,30254442
40219414001,94382821
40219414002,137414562
40219414003,84850093
40219414004,498834464
40219414005,1080821351
